user_id,level_id,action_timestamp,action_type,dwell_time,dropout_flag,information_density,user_familiarity
user_073,2,2026-07-10 10:10:35,click,4.7,0,5,5
user_073,3,2026-07-10 10:10:40,click,4.1,0,1,5
user_073,4,2026-07-10 10:10:44,click,4.07,0,4,5
user_073,5,2026-07-10 10:10:48,click,5.95,0,2,5
user_073,5,2026-07-10 10:10:54,exit,1.48,0,2,5
user_074,2,2026-07-10 10:11:35,enter,2.38,0,6,4
user_074,2,2026-07-10 10:11:38,exit,0.81,1,6,4
user_075,5,2026-07-10 10:12:18,enter,3.25,0,6,5
user_075,5,2026-07-10 10:12:22,click,5.48,0,5,5
user_075,5,2026-07-10 10:12:27,click,6.35,0,6,5
user_075,5,2026-07-10 10:12:33,click,3.58,0,2,5
user_075,5,2026-07-10 10:12:37,exit,1.26,0,2,5
user_076,2,2026-07-10 10:13:24,enter,3.03,0,6,2
user_076,2,2026-07-10 10:13:27,exit,0.69,1,6,2
user_077,1,2026-07-10 10:14:15,enter,3.06,0,6,2
user_077,1,2026-07-10 10:14:18,click,3.28,0,3,2
user_077,2,2026-07-10 10:14:21,click,4.01,0,8,2
user_077,3,2026-07-10 10:14:25,click,3.8,0,1,2
user_077,4,2026-07-10 10:14:29,click,4.63,0,2,2
user_077,5,2026-07-10 10:14:34,exit,1.35,1,2,2
user_078,4,2026-07-10 10:14:55,enter,2.0,0,6,4
user_078,4,2026-07-10 10:14:57,click,3.28,0,4,4
user_078,4,2026-07-10 10:15:00,click,4.57,0,6,4
user_078,4,2026-07-10 10:15:05,click,5.11,0,5,4
user_078,4,2026-07-10 10:15:10,click,2.47,0,2,4
user_078,5,2026-07-10 10:15:13,click,3.21,0,9,4
user_078,5,2026-07-10 10:15:16,click,5.83,0,9,4
user_078,5,2026-07-10 10:15:22,click,2.93,0,4,4
user_078,5,2026-07-10 10:15:25,exit,0.72,0,4,4
user_079,2,2026-07-10 10:15:59,enter,2.81,0,6,4
user_079,2,2026-07-10 10:16:02,click,3.57,0,5,4
user_079,2,2026-07-10 10:16:06,click,3.51,0,4,4
user_079,2,2026-07-10 10:16:09,click,2.51,0,5,4
user_079,3,2026-07-10 10:16:12,click,3.14,0,9,4
user_079,3,2026-07-10 10:16:15,exit,0.84,1,9,4
user_080,3,2026-07-10 10:17:07,enter,3.21,0,6,3
user_080,3,2026-07-10 10:17:10,click,6.45,0,10,3
user_080,3,2026-07-10 10:17:16,click,4.01,0,7,3
user_080,4,2026-07-10 10:17:20,click,4.68,0,4,3
user_080,5,2026-07-10 10:17:25,click,8.31,0,4,3
user_080,5,2026-07-10 10:17:33,exit,1.12,1,4,3
user_081,1,2026-07-10 10:18:03,enter,3.99,0,6,3
user_081,1,2026-07-10 10:18:07,click,2.34,0,3,3
user_081,2,2026-07-10 10:18:10,click,2.77,0,1,3
user_081,3,2026-07-10 10:18:13,click,5.3,0,10,3
user_081,3,2026-07-10 10:18:18,click,4.6,0,2,3
user_081,4,2026-07-10 10:18:22,click,8.14,0,3,3
user_081,4,2026-07-10 10:18:31,click,5.29,0,7,3
user_081,5,2026-07-10 10:18:36,click,6.35,0,6,3
user_081,5,2026-07-10 10:18:42,click,5.34,0,3,3
user_081,5,2026-07-10 10:18:48,exit,1.7,0,3,3
user_082,5,2026-07-10 10:19:35,enter,2.92,0,6,3
user_082,5,2026-07-10 10:19:38,click,4.56,0,1,3
user_082,5,2026-07-10 10:19:43,exit,1.14,0,1,3
user_083,3,2026-07-10 10:20:02,enter,3.49,0,6,2
user_083,3,2026-07-10 10:20:05,click,4.83,0,4,2
user_083,3,2026-07-10 10:20:10,click,4.4,0,3,2
user_083,3,2026-07-10 10:20:15,click,4.11,0,3,2
user_083,4,2026-07-10 10:20:19,click,5.2,0,9,2
user_083,4,2026-07-10 10:20:24,click,2.89,0,7,2
user_083,5,2026-07-10 10:20:27,click,5.51,0,5,2
user_083,5,2026-07-10 10:20:32,click,4.43,0,1,2
user_083,5,2026-07-10 10:20:37,click,5.69,0,1,2
user_083,5,2026-07-10 10:20:42,click,4.43,0,6,2
user_083,5,2026-07-10 10:20:47,click,3.87,0,3,2
user_083,5,2026-07-10 10:20:51,click,3.41,0,4,2
user_083,5,2026-07-10 10:20:54,exit,0.2,0,4,2
user_084,2,2026-07-10 10:21:48,enter,2.42,0,6,4
user_084,2,2026-07-10 10:21:51,exit,0.79,1,6,4
user_085,5,2026-07-10 10:22:49,enter,4.27,0,6,4
user_085,5,2026-07-10 10:22:53,exit,1.04,1,6,4
user_086,3,2026-07-10 10:23:26,enter,2.04,0,6,2
user_086,3,2026-07-10 10:23:28,click,2.62,0,3,2
user_086,4,2026-07-10 10:23:31,click,2.16,0,1,2
user_086,5,2026-07-10 10:23:33,click,3.9,0,10,2
user_086,5,2026-07-10 10:23:37,click,3.34,0,6,2
user_086,5,2026-07-10 10:23:40,exit,0.59,0,6,2
user_087,2,2026-07-10 10:24:03,enter,4.9,0,6,2
user_087,2,2026-07-10 10:24:07,click,3.97,0,7,2
user_087,3,2026-07-10 10:24:11,click,4.96,0,9,2
user_087,4,2026-07-10 10:24:16,click,5.26,0,5,2
user_087,5,2026-07-10 10:24:22,click,5.75,0,6,2
user_087,5,2026-07-10 10:24:27,exit,1.93,0,6,2
user_088,3,2026-07-10 10:24:47,enter,4.58,0,6,5
user_088,3,2026-07-10 10:24:52,click,5.53,0,2,5
user_088,4,2026-07-10 10:24:57,click,6.22,0,8,5
user_088,5,2026-07-10 10:25:04,click,6.14,0,8,5
user_088,5,2026-07-10 10:25:10,exit,1.33,0,8,5
user_089,2,2026-07-10 10:25:42,enter,3.38,0,6,2
user_089,2,2026-07-10 10:25:45,click,2.51,0,2,2
user_089,3,2026-07-10 10:25:48,exit,1.23,1,2,2
user_090,1,2026-07-10 10:26:32,enter,4.08,0,6,1
user_090,1,2026-07-10 10:26:36,click,3.4,0,2,1
user_090,2,2026-07-10 10:26:40,click,5.68,0,2,1
user_090,2,2026-07-10 10:26:45,click,4.4,0,2,1
user_090,3,2026-07-10 10:26:50,click,6.19,0,5,1
user_090,3,2026-07-10 10:26:56,click,6.3,0,3,1
user_090,3,2026-07-10 10:27:02,click,4.17,0,7,1
user_090,4,2026-07-10 10:27:06,click,7.43,0,1,1
user_090,4,2026-07-10 10:27:14,click,6.94,0,6,1
user_090,4,2026-07-10 10:27:21,click,7.34,0,10,1
user_090,4,2026-07-10 10:27:28,click,4.26,0,3,1
user_090,5,2026-07-10 10:27:32,click,7.55,0,3,1
user_090,5,2026-07-10 10:27:40,click,5.24,0,1,1
user_090,5,2026-07-10 10:27:45,exit,1.3,0,1,1
user_091,4,2026-07-10 10:28:32,enter,3.87,0,6,3
user_091,4,2026-07-10 10:28:36,exit,0.54,1,6,3
user_092,5,2026-07-10 10:29:10,enter,2.85,0,6,2
user_092,5,2026-07-10 10:29:13,click,5.48,0,1,2
user_092,5,2026-07-10 10:29:18,click,4.71,0,10,2
user_092,5,2026-07-10 10:29:23,click,6.02,0,4,2
user_092,5,2026-07-10 10:29:29,click,5.23,0,1,2
user_092,5,2026-07-10 10:29:34,click,5.51,0,10,2
user_092,5,2026-07-10 10:29:40,click,3.93,0,5,2
user_092,5,2026-07-10 10:29:44,exit,1.03,0,5,2
user_093,4,2026-07-10 10:30:43,enter,3.81,0,6,2
user_093,4,2026-07-10 10:30:46,exit,0.64,1,6,2
user_094,1,2026-07-10 10:31:02,enter,1.9,0,6,3
user_094,1,2026-07-10 10:31:04,click,1.75,0,6,3
user_094,2,2026-07-10 10:31:06,click,1.61,0,9,3
user_094,3,2026-07-10 10:31:07,click,3.32,0,1,3
user_094,4,2026-07-10 10:31:11,exit,0.72,1,1,3
user_095,5,2026-07-10 10:31:34,enter,6.19,0,6,5
user_095,5,2026-07-10 10:31:41,click,9.82,0,6,5
user_095,5,2026-07-10 10:31:50,click,6.96,0,2,5
user_095,5,2026-07-10 10:31:57,exit,1.7,0,2,5
user_096,2,2026-07-10 10:32:43,enter,3.43,0,6,2
user_096,2,2026-07-10 10:32:46,click,3.83,0,5,2
user_096,3,2026-07-10 10:32:50,click,4.7,0,10,2
user_096,4,2026-07-10 10:32:55,click,4.61,0,2,2
user_096,5,2026-07-10 10:33:00,click,7.61,0,3,2
user_096,5,2026-07-10 10:33:07,click,5.53,0,2,2
user_096,5,2026-07-10 10:33:13,exit,1.08,0,2,2
user_097,3,2026-07-10 10:33:33,enter,2.41,0,6,2
user_097,3,2026-07-10 10:33:35,exit,0.94,1,6,2
user_098,3,2026-07-10 10:34:00,enter,3.73,0,6,4
user_098,3,2026-07-10 10:34:04,click,5.28,0,5,4
user_098,3,2026-07-10 10:34:09,click,5.77,0,9,4
user_098,3,2026-07-10 10:34:15,click,3.09,0,7,4
user_098,4,2026-07-10 10:34:18,click,3.72,0,3,4
user_098,5,2026-07-10 10:34:22,click,4.81,0,7,4
user_098,5,2026-07-10 10:34:27,exit,0.88,0,7,4
user_099,3,2026-07-10 10:35:05,enter,2.09,0,6,5
user_099,3,2026-07-10 10:35:08,click,2.88,0,1,5
user_099,4,2026-07-10 10:35:10,click,3.74,0,2,5
user_099,5,2026-07-10 10:35:14,click,5.77,0,7,5
user_099,5,2026-07-10 10:35:20,click,6.92,0,2,5
user_099,5,2026-07-10 10:35:27,click,5.19,0,6,5
user_099,5,2026-07-10 10:35:32,click,3.62,0,9,5
user_099,5,2026-07-10 10:35:36,exit,1.57,0,9,5
user_100,4,2026-07-10 10:36:18,enter,5.42,0,6,4
user_100,4,2026-07-10 10:36:24,click,4.73,0,3,4
user_100,5,2026-07-10 10:36:28,exit,1.65,1,3,4
user_101,4,2026-07-10 10:36:48,enter,2.0,0,6,1
user_101,4,2026-07-10 10:36:50,click,6.3,0,5,1
user_101,4,2026-07-10 10:36:56,click,5.84,0,9,1
user_101,4,2026-07-10 10:37:02,click,5.27,0,7,1
user_101,4,2026-07-10 10:37:07,click,3.68,0,5,1
user_101,5,2026-07-10 10:37:11,click,5.97,0,6,1
user_101,5,2026-07-10 10:37:17,click,4.2,0,1,1
user_101,5,2026-07-10 10:37:21,exit,1.37,0,1,1
user_102,1,2026-07-10 10:37:54,enter,2.37,0,6,2
user_102,1,2026-07-10 10:37:56,exit,0.23,1,6,2
user_103,3,2026-07-10 10:38:22,enter,3.52,0,6,3
user_103,3,2026-07-10 10:38:26,click,4.93,0,3,3
user_103,3,2026-07-10 10:38:31,click,4.86,0,10,3
user_103,3,2026-07-10 10:38:36,click,4.52,0,4,3
user_103,4,2026-07-10 10:38:40,click,6.49,0,2,3
user_103,4,2026-07-10 10:38:47,click,6.81,0,9,3
user_103,4,2026-07-10 10:38:53,click,4.28,0,2,3
user_103,5,2026-07-10 10:38:58,exit,1.14,1,2,3
user_104,4,2026-07-10 10:39:17,enter,3.07,0,6,5
user_104,4,2026-07-10 10:39:20,click,5.54,0,1,5
user_104,5,2026-07-10 10:39:25,click,5.18,0,4,5
user_104,5,2026-07-10 10:39:31,exit,1.52,0,4,5
user_105,4,2026-07-10 10:40:12,enter,3.56,0,6,1
user_105,4,2026-07-10 10:40:16,click,4.03,0,8,1
user_105,4,2026-07-10 10:40:20,click,3.89,0,4,1
user_105,5,2026-07-10 10:40:24,click,5.36,0,7,1
user_105,5,2026-07-10 10:40:29,click,5.88,0,4,1
user_105,5,2026-07-10 10:40:35,click,5.05,0,4,1
user_105,5,2026-07-10 10:40:40,click,3.47,0,3,1
user_105,5,2026-07-10 10:40:43,exit,0.61,0,3,1
user_106,3,2026-07-10 10:41:28,enter,3.81,0,6,1
user_106,3,2026-07-10 10:41:32,click,4.23,0,4,1
user_106,4,2026-07-10 10:41:36,click,4.3,0,9,1
user_106,4,2026-07-10 10:41:40,click,3.46,0,4,1
user_106,5,2026-07-10 10:41:44,click,5.34,0,7,1
user_106,5,2026-07-10 10:41:49,exit,0.84,0,7,1
user_107,3,2026-07-10 10:42:13,enter,4.39,0,6,1
user_107,3,2026-07-10 10:42:17,click,6.08,0,4,1
user_107,3,2026-07-10 10:42:23,click,7.38,0,2,1
user_107,3,2026-07-10 10:42:31,click,4.86,0,1,1
user_107,4,2026-07-10 10:42:36,click,5.04,0,6,1
user_107,5,2026-07-10 10:42:41,click,6.31,0,8,1
user_107,5,2026-07-10 10:42:47,click,4.22,0,4,1
user_107,5,2026-07-10 10:42:51,exit,1.63,0,4,1
user_108,4,2026-07-10 10:43:34,enter,1.99,0,6,1
user_108,4,2026-07-10 10:43:36,click,2.44,0,7,1
user_108,4,2026-07-10 10:43:38,click,2.5,0,3,1
user_108,4,2026-07-10 10:43:41,exit,0.81,1,3,1
user_109,1,2026-07-10 10:44:12,enter,3.47,0,6,5
user_109,1,2026-07-10 10:44:15,click,2.4,0,8,5
user_109,2,2026-07-10 10:44:18,click,3.45,0,2,5
user_109,3,2026-07-10 10:44:21,click,3.75,0,3,5
user_109,3,2026-07-10 10:44:25,click,3.09,0,10,5
user_109,4,2026-07-10 10:44:28,click,3.42,0,2,5
user_109,5,2026-07-10 10:44:31,click,3.37,0,6,5
user_109,5,2026-07-10 10:44:35,exit,0.38,0,6,5
user_110,4,2026-07-10 10:44:59,enter,4.11,0,6,5
user_110,4,2026-07-10 10:45:03,exit,0.61,1,6,5
user_111,3,2026-07-10 10:45:54,enter,3.95,0,6,1
user_111,3,2026-07-10 10:45:58,click,3.58,0,6,1
user_111,4,2026-07-10 10:46:01,click,4.14,0,8,1
user_111,5,2026-07-10 10:46:05,click,2.86,0,4,1
user_111,5,2026-07-10 10:46:08,exit,1.01,0,4,1
user_112,3,2026-07-10 10:46:48,enter,3.24,0,6,5
user_112,3,2026-07-10 10:46:52,click,2.82,0,5,5
user_112,4,2026-07-10 10:46:54,click,3.25,0,6,5
user_112,5,2026-07-10 10:46:58,click,6.1,0,4,5
user_112,5,2026-07-10 10:47:04,click,5.34,0,10,5
user_112,5,2026-07-10 10:47:09,click,3.51,0,1,5
user_112,5,2026-07-10 10:47:13,exit,1.09,0,1,5
user_113,4,2026-07-10 10:47:32,enter,3.16,0,6,1
user_113,4,2026-07-10 10:47:35,click,3.54,0,7,1
user_113,5,2026-07-10 10:47:38,click,3.2,0,3,1
user_113,5,2026-07-10 10:47:42,exit,0.71,0,3,1
user_114,5,2026-07-10 10:48:41,enter,2.98,0,6,1
user_114,5,2026-07-10 10:48:44,click,3.4,0,2,1
user_114,5,2026-07-10 10:48:48,click,4.05,0,6,1
user_114,5,2026-07-10 10:48:52,exit,0.74,0,6,1
user_115,3,2026-07-10 10:49:23,enter,2.17,0,6,3
user_115,3,2026-07-10 10:49:26,click,2.92,0,8,3
user_115,4,2026-07-10 10:49:28,click,3.27,0,7,3
user_115,5,2026-07-10 10:49:32,click,4.12,0,10,3
user_115,5,2026-07-10 10:49:36,click,4.98,0,7,3
user_115,5,2026-07-10 10:49:41,click,3.37,0,5,3
user_115,5,2026-07-10 10:49:44,exit,0.64,0,5,3
user_116,3,2026-07-10 10:50:17,enter,3.76,0,6,3
user_116,3,2026-07-10 10:50:21,click,7.75,0,9,3
user_116,3,2026-07-10 10:50:28,click,6.27,0,6,3
user_116,3,2026-07-10 10:50:35,click,8.11,0,2,3
user_116,3,2026-07-10 10:50:43,click,6.05,0,9,3
user_116,3,2026-07-10 10:50:49,click,6.04,0,4,3
user_116,3,2026-07-10 10:50:55,click,4.41,0,4,3
user_116,4,2026-07-10 10:50:59,click,7.71,0,3,3
user_116,4,2026-07-10 10:51:07,click,7.7,0,8,3
user_116,4,2026-07-10 10:51:15,click,5.32,0,3,3
user_116,5,2026-07-10 10:51:20,click,5.33,0,7,3
user_116,5,2026-07-10 10:51:25,exit,1.5,0,7,3
user_117,5,2026-07-10 10:51:43,enter,5.1,0,6,4
user_117,5,2026-07-10 10:51:48,click,5.17,0,6,4
user_117,5,2026-07-10 10:51:53,exit,0.98,0,6,4
user_118,4,2026-07-10 10:52:45,enter,3.82,0,6,2
user_118,4,2026-07-10 10:52:49,click,3.36,0,1,2
user_118,5,2026-07-10 10:52:52,click,6.89,0,9,2
user_118,5,2026-07-10 10:52:59,click,6.3,0,5,2
user_118,5,2026-07-10 10:53:05,click,4.46,0,6,2
user_118,5,2026-07-10 10:53:10,exit,1.31,0,6,2
user_119,2,2026-07-10 10:53:27,enter,2.19,0,6,1
user_119,2,2026-07-10 10:53:29,click,1.91,0,6,1
user_119,3,2026-07-10 10:53:31,click,2.14,0,6,1
user_119,4,2026-07-10 10:53:33,click,2.02,0,4,1
user_119,5,2026-07-10 10:53:35,click,5.39,0,3,1
user_119,5,2026-07-10 10:53:41,click,5.01,0,4,1
user_119,5,2026-07-10 10:53:46,click,3.56,0,6,1
user_119,5,2026-07-10 10:53:49,click,4.86,0,6,1
user_119,5,2026-07-10 10:53:54,click,5.18,0,4,1
user_119,5,2026-07-10 10:53:59,click,4.95,0,1,1
user_119,5,2026-07-10 10:54:04,click,5.34,0,2,1
user_119,5,2026-07-10 10:54:10,click,4.24,0,6,1
user_119,5,2026-07-10 10:54:14,click,4.2,0,2,1
user_119,5,2026-07-10 10:54:18,click,2.66,0,8,1
user_119,5,2026-07-10 10:54:21,exit,0.61,0,8,1
user_120,5,2026-07-10 10:55:10,enter,5.18,0,6,5
user_120,5,2026-07-10 10:55:15,click,9.68,0,7,5
user_120,5,2026-07-10 10:55:24,click,6.71,0,1,5
user_120,5,2026-07-10 10:55:31,exit,1.21,0,1,5
user_121,5,2026-07-10 10:56:01,enter,3.38,0,6,3
user_121,5,2026-07-10 10:56:05,click,6.75,0,1,3
user_121,5,2026-07-10 10:56:11,click,7.21,0,3,3
user_121,5,2026-07-10 10:56:19,click,6.55,0,4,3
user_121,5,2026-07-10 10:56:25,click,4.37,0,3,3
user_121,5,2026-07-10 10:56:30,exit,0.73,0,3,3
user_122,5,2026-07-10 10:57:16,enter,3.85,0,6,2
user_122,5,2026-07-10 10:57:20,click,6.42,0,2,2
user_122,5,2026-07-10 10:57:27,click,6.94,0,8,2
user_122,5,2026-07-10 10:57:33,click,6.36,0,7,2
user_122,5,2026-07-10 10:57:40,click,4.44,0,3,2
user_122,5,2026-07-10 10:57:44,exit,0.52,0,3,2
user_123,2,2026-07-10 10:58:02,enter,2.08,0,6,4
user_123,2,2026-07-10 10:58:04,click,4.01,0,7,4
user_123,3,2026-07-10 10:58:08,click,3.23,0,7,4
user_123,4,2026-07-10 10:58:11,click,2.8,0,5,4
user_123,5,2026-07-10 10:58:14,click,7.28,0,3,4
user_123,5,2026-07-10 10:58:21,click,5.54,0,8,4
user_123,5,2026-07-10 10:58:27,click,4.08,0,1,4
user_123,5,2026-07-10 10:58:31,exit,0.98,0,1,4
user_124,2,2026-07-10 10:58:47,enter,1.65,0,6,1
user_124,2,2026-07-10 10:58:48,click,3.49,0,3,1
user_124,2,2026-07-10 10:58:52,click,2.76,0,6,1
user_124,3,2026-07-10 10:58:55,click,3.14,0,10,1
user_124,3,2026-07-10 10:58:58,click,1.8,0,3,1
user_124,4,2026-07-10 10:59:00,click,2.81,0,1,1
user_124,5,2026-07-10 10:59:02,click,3.44,0,8,1
user_124,5,2026-07-10 10:59:06,exit,0.39,0,8,1
user_125,5,2026-07-10 10:59:31,enter,3.76,0,6,5
user_125,5,2026-07-10 10:59:35,click,4.69,0,2,5
user_125,5,2026-07-10 10:59:40,click,5.29,0,5,5
user_125,5,2026-07-10 10:59:45,click,3.59,0,4,5
user_125,5,2026-07-10 10:59:49,exit,1.52,0,4,5
user_126,3,2026-07-10 11:00:20,enter,3.94,0,6,4
user_126,3,2026-07-10 11:00:24,click,7.8,0,5,4
user_126,3,2026-07-10 11:00:32,click,3.43,0,3,4
user_126,4,2026-07-10 11:00:35,click,5.52,0,7,4
user_126,4,2026-07-10 11:00:41,exit,1.07,1,7,4
user_127,4,2026-07-10 11:01:05,enter,2.87,0,6,1
user_127,4,2026-07-10 11:01:08,exit,0.93,1,6,1
user_128,4,2026-07-10 11:01:57,enter,2.65,0,6,3
user_128,4,2026-07-10 11:01:59,click,5.69,0,2,3
user_128,4,2026-07-10 11:02:05,click,3.74,0,6,3
user_128,4,2026-07-10 11:02:09,click,4.52,0,10,3
user_128,4,2026-07-10 11:02:13,click,2.89,0,9,3
user_128,5,2026-07-10 11:02:16,click,6.63,0,5,3
user_128,5,2026-07-10 11:02:23,click,5.46,0,5,3
user_128,5,2026-07-10 11:02:28,click,4.15,0,1,3
user_128,5,2026-07-10 11:02:32,exit,0.74,0,1,3
user_129,3,2026-07-10 11:02:51,enter,2.9,0,6,3
user_129,3,2026-07-10 11:02:54,click,4.8,0,9,3
user_129,3,2026-07-10 11:02:59,click,4.46,0,1,3
user_129,3,2026-07-10 11:03:03,click,2.94,0,4,3
user_129,4,2026-07-10 11:03:06,click,2.81,0,2,3
user_129,5,2026-07-10 11:03:09,exit,0.5,1,2,3
user_130,3,2026-07-10 11:03:44,enter,3.69,0,6,1
user_130,3,2026-07-10 11:03:47,click,4.97,0,9,1
user_130,4,2026-07-10 11:03:52,click,7.02,0,2,1
user_130,4,2026-07-10 11:03:59,click,7.3,0,6,1
user_130,4,2026-07-10 11:04:07,click,6.67,0,9,1
user_130,4,2026-07-10 11:04:13,click,4.59,0,9,1
user_130,5,2026-07-10 11:04:18,exit,0.72,1,9,1
user_001,4,2026-07-10 11:05:16,enter,3.86,0,6,4
user_001,4,2026-07-10 11:05:19,click,2.67,0,3,4
user_001,5,2026-07-10 11:05:22,click,5.6,0,10,4
user_001,5,2026-07-10 11:05:28,click,4.46,0,10,4
user_001,5,2026-07-10 11:05:32,click,5.21,0,2,4
user_001,5,2026-07-10 11:05:37,click,5.02,0,1,4
user_001,5,2026-07-10 11:05:42,click,4.39,0,3,4
user_001,5,2026-07-10 11:05:47,exit,1.06,0,3,4
user_002,1,2026-07-10 11:06:41,enter,1.92,0,6,2
user_002,1,2026-07-10 11:06:43,exit,0.72,1,6,2
user_003,5,2026-07-10 11:07:03,enter,3.43,0,6,3
user_003,5,2026-07-10 11:07:07,click,4.41,0,9,3
user_003,5,2026-07-10 11:07:11,exit,1.16,0,9,3
user_004,5,2026-07-10 11:07:44,enter,5.78,0,6,1
user_004,5,2026-07-10 11:07:50,click,10.49,0,10,1
user_004,5,2026-07-10 11:08:01,click,11.46,0,10,1
user_004,5,2026-07-10 11:08:12,click,9.54,0,5,1
user_004,5,2026-07-10 11:08:22,click,11.51,0,4,1
user_004,5,2026-07-10 11:08:33,click,9.15,0,6,1
user_004,5,2026-07-10 11:08:42,click,8.93,0,9,1
user_004,5,2026-07-10 11:08:51,click,10.59,0,7,1
user_004,5,2026-07-10 11:09:02,click,5.88,0,6,1
user_004,5,2026-07-10 11:09:08,exit,1.96,0,6,1
user_005,5,2026-07-10 11:10:06,enter,3.39,0,6,1
user_005,5,2026-07-10 11:10:09,click,4.17,0,6,1
user_005,5,2026-07-10 11:10:13,exit,0.56,0,6,1
user_006,2,2026-07-10 11:11:07,enter,2.45,0,6,4
user_006,2,2026-07-10 11:11:09,click,2.94,0,2,4
user_006,3,2026-07-10 11:11:12,exit,1.36,1,2,4
user_007,4,2026-07-10 11:11:42,enter,1.79,0,6,2
user_007,4,2026-07-10 11:11:43,click,4.13,0,8,2
user_007,4,2026-07-10 11:11:48,click,4.06,0,8,2
user_007,4,2026-07-10 11:11:52,click,5.95,0,8,2
user_007,4,2026-07-10 11:11:58,click,4.54,0,6,2
user_007,4,2026-07-10 11:12:02,click,3.69,0,5,2
user_007,4,2026-07-10 11:12:06,exit,1.35,1,5,2
user_008,1,2026-07-10 11:12:46,enter,1.47,0,6,1
user_008,1,2026-07-10 11:12:48,click,2.82,0,9,1
user_008,2,2026-07-10 11:12:50,click,1.1,0,5,1
user_008,3,2026-07-10 11:12:51,click,2.8,0,3,1
user_008,4,2026-07-10 11:12:54,click,4.38,0,10,1
user_008,4,2026-07-10 11:12:59,click,6.01,0,7,1
user_008,4,2026-07-10 11:13:05,click,5.22,0,5,1
user_008,4,2026-07-10 11:13:10,click,2.98,0,4,1
user_008,5,2026-07-10 11:13:13,click,3.85,0,3,1
user_008,5,2026-07-10 11:13:17,exit,0.42,0,3,1
user_009,3,2026-07-10 11:13:33,enter,4.27,0,6,5
user_009,3,2026-07-10 11:13:37,click,7.54,0,4,5
user_009,3,2026-07-10 11:13:45,click,6.26,0,6,5
user_009,3,2026-07-10 11:13:51,click,3.28,0,10,5
user_009,4,2026-07-10 11:13:55,click,5.66,0,10,5
user_009,4,2026-07-10 11:14:00,click,4.81,0,4,5
user_009,5,2026-07-10 11:14:05,click,5.76,0,3,5
user_009,5,2026-07-10 11:14:11,exit,1.15,1,3,5
user_010,4,2026-07-10 11:14:50,enter,3.38,0,6,3
user_010,4,2026-07-10 11:14:53,click,4.75,0,1,3
user_010,4,2026-07-10 11:14:58,exit,0.82,1,1,3
user_011,3,2026-07-10 11:15:22,enter,3.28,0,6,1
user_011,3,2026-07-10 11:15:25,click,4.09,0,3,1
user_011,4,2026-07-10 11:15:29,click,3.84,0,9,1
user_011,5,2026-07-10 11:15:33,exit,0.27,1,9,1
user_012,5,2026-07-10 11:16:15,enter,2.77,0,6,1
user_012,5,2026-07-10 11:16:18,click,5.62,0,5,1
user_012,5,2026-07-10 11:16:24,exit,1.49,1,5,1
user_013,4,2026-07-10 11:17:07,enter,2.55,0,6,1
user_013,4,2026-07-10 11:17:10,click,3.93,0,8,1
user_013,4,2026-07-10 11:17:14,click,2.39,0,3,1
user_013,5,2026-07-10 11:17:16,click,2.88,0,4,1
user_013,5,2026-07-10 11:17:19,exit,0.5,0,4,1
user_014,4,2026-07-10 11:18:03,enter,2.89,0,6,3
user_014,4,2026-07-10 11:18:06,click,3.73,0,10,3
user_014,5,2026-07-10 11:18:10,click,4.11,0,9,3
user_014,5,2026-07-10 11:18:14,exit,1.62,0,9,3
user_015,4,2026-07-10 11:18:48,enter,5.12,0,6,1
user_015,4,2026-07-10 11:18:53,click,6.71,0,9,1
user_015,5,2026-07-10 11:19:00,click,9.52,0,10,1
user_015,5,2026-07-10 11:19:09,click,10.13,0,10,1
user_015,5,2026-07-10 11:19:19,click,7.08,0,6,1
user_015,5,2026-07-10 11:19:26,exit,1.43,0,6,1
user_016,1,2026-07-10 11:20:20,enter,3.63,0,6,5
user_016,1,2026-07-10 11:20:23,click,4.07,0,2,5
user_016,2,2026-07-10 11:20:28,click,3.77,0,6,5
user_016,3,2026-07-10 11:20:31,click,4.86,0,7,5
user_016,3,2026-07-10 11:20:36,click,4.3,0,5,5
user_016,4,2026-07-10 11:20:40,click,4.74,0,9,5
user_016,5,2026-07-10 11:20:45,click,5.36,0,8,5
user_016,5,2026-07-10 11:20:51,exit,1.1,0,8,5
user_017,2,2026-07-10 11:21:49,enter,2.47,0,6,3
user_017,2,2026-07-10 11:21:51,exit,0.89,1,6,3
user_018,5,2026-07-10 11:22:31,enter,3.31,0,6,5
user_018,5,2026-07-10 11:22:34,click,5.13,0,9,5
user_018,5,2026-07-10 11:22:39,click,5.19,0,10,5
user_018,5,2026-07-10 11:22:45,click,5.4,0,4,5
user_018,5,2026-07-10 11:22:50,click,3.53,0,5,5
user_018,5,2026-07-10 11:22:54,exit,1.08,0,5,5
user_019,1,2026-07-10 11:23:10,enter,3.21,0,6,5
user_019,1,2026-07-10 11:23:13,click,1.99,0,1,5
user_019,2,2026-07-10 11:23:15,click,3.38,0,10,5
user_019,3,2026-07-10 11:23:18,click,2.87,0,4,5
user_019,4,2026-07-10 11:23:21,click,3.89,0,8,5
user_019,5,2026-07-10 11:23:25,click,4.65,0,7,5
user_019,5,2026-07-10 11:23:30,exit,1.1,1,7,5
user_020,1,2026-07-10 11:23:48,enter,1.65,0,6,3
user_020,1,2026-07-10 11:23:49,click,2.89,0,10,3
user_020,1,2026-07-10 11:23:52,click,2.36,0,1,3
